id,date,rxl,cid,lac,rnc
4249,1259986649445,-63,49185,19,0
4250,1259986649784,-63,49185,19,0
4251,1259986650115,-63,49185,19,0
4252,1259986650455,-63,49185,19,0
4253,1259986650784,-63,49185,19,0
4254,1259986651125,-63,49185,19,0
4255,1259986651455,-63,49185,19,0
4256,1259986651785,-63,49185,19,0
4257,1259986652125,-63,49185,19,0
4258,1259986652455,-63,49185,19,0
4259,1259986652783,-63,49185,19,0
4260,1259986653125,-63,49185,19,0
4261,1259986653455,-63,49185,19,0
4262,1259986653783,-63,49185,19,0
4263,1259986654125,-63,49185,19,0
4264,1259986654465,-63,49185,19,0
4265,1259986654793,-63,49185,19,0
4266,1259986655126,-63,49185,19,0
4267,1259986655466,-63,49185,19,0
4268,1259986655794,-63,49185,19,0
4269,1259986656125,-63,49185,19,0
4270,1259986656466,-63,49185,19,0
4271,1259986656794,-63,49185,19,0
4272,1259986657125,-63,49185,19,0
4273,1259986657473,-63,49185,19,0
4274,1259986657793,-63,49185,19,0
4275,1259986658135,-63,49185,19,0
4276,1259986658465,-63,49185,19,0
4277,1259986658942,-63,49185,19,0
4278,1259986659135,-63,49185,19,0
4279,1259986659476,-63,49185,19,0
4280,1259986659803,-63,49185,19,0
4281,1259986660135,-63,49185,19,0
4282,1259986660475,-63,49185,19,0
4283,1259986660805,-63,49185,19,0
4284,1259986661145,-63,49185,19,0
4285,1259986661475,-63,49185,19,0
4286,1259986661804,-63,49185,19,0
4287,1259986662145,-63,49185,19,0
4288,1259986662476,-63,49185,19,0
4289,1259986663012,-63,49185,19,0
4290,1259986663145,-63,49185,19,0
4291,1259986663485,-63,49185,19,0
4292,1259986663813,-63,49185,19,0
4293,1259986664145,-63,49185,19,0
4294,1259986664485,-63,49185,19,0
4295,1259986664815,-63,49185,19,0
4296,1259986665155,-63,49185,19,0
4297,1259986665486,-63,49185,19,0
4298,1259986665813,-63,49185,19,0
4299,1259986666155,-63,49185,19,0
4300,1259986666485,-63,49185,19,0
4301,1259986666813,-63,49185,19,0
4302,1259986667156,-63,49185,19,0
4303,1259986667485,-63,49185,19,0
4304,1259986667825,-63,49185,19,0
4305,1259986668155,-63,49185,19,0
4306,1259986668485,-63,49185,19,0
4307,1259986668825,-63,49185,19,0
4308,1259986669156,-63,49185,19,0
4309,1259986669496,-63,49185,19,0
4310,1259986669826,-63,49185,19,0
4311,1259986670165,-63,49185,19,0
4312,1259986670495,-63,49185,19,0
4313,1259986670826,-63,49185,19,0
4314,1259986671165,-63,49185,19,0
4315,1259986671495,-63,49185,19,0
4316,1259986671835,-63,49185,19,0
4317,1259986672166,-63,49185,19,0
4318,1259986672505,-63,49185,19,0
4319,1259986672835,-63,49185,19,0
4320,1259986673166,-63,49185,19,0
4321,1259986673506,-63,49185,19,0
4322,1259986673846,-63,49185,19,0
4323,1259986674175,-63,49185,19,0
4324,1259986674505,-63,49185,19,0
4325,1259986674845,-63,49185,19,0
4326,1259986675175,-63,49185,19,0
4327,1259986675515,-63,49185,19,0
4328,1259986675845,-63,49185,19,0
4329,1259986676175,-63,49185,19,0
4330,1259986676515,-63,49185,19,0
4331,1259986676845,-63,49185,19,0
4332,1259986677185,-63,49185,19,0
4333,1259986677515,-63,49185,19,0
4334,1259986677845,-63,49185,19,0
4335,1259986678185,-63,49185,19,0
4336,1259986678515,-63,49185,19,0
4337,1259986678855,-63,49185,19,0
4338,1259986679186,-63,49185,19,0
4339,1259986679525,-63,49185,19,0
4340,1259986679855,-63,49185,19,0
4341,1259986680185,-63,49185,19,0
4342,1259986680525,-63,49185,19,0
4343,1259986680865,-63,49185,19,0
4344,1259986681195,-63,49185,19,0
4345,1259986681525,-63,49185,19,0
4346,1259986681866,-63,49185,19,0
4347,1259986682195,-63,49185,19,0
4348,1259986682535,-63,49185,19,0
4349,1259986682865,-63,49185,19,0
4350,1259986683205,-63,49185,19,0
4351,1259986683535,-63,49185,19,0
4352,1259986683876,-63,49185,19,0
4353,1259986684205,-63,49185,19,0
4354,1259986684545,-63,49185,19,0
4355,1259986684875,-63,49185,19,0
4356,1259986685216,-63,49185,19,0
4357,1259986685546,-63,49185,19,0
4358,1259986685885,-63,49185,19,0
4359,1259986686215,-63,49185,19,0
4360,1259986686555,-63,49185,19,0
4361,1259986686886,-63,49185,19,0
4362,1259986687226,-63,49185,19,0
4363,1259986687555,-63,49185,19,0
4364,1259986687896,-63,49185,19,0
4365,1259986688226,-63,49185,19,0
4366,1259986688565,-63,49185,19,0
4367,1259986688895,-63,49185,19,0
4368,1259986689236,-63,49185,19,0
4369,1259986689565,-63,49185,19,0
4370,1259986689905,-63,49185,19,0
4371,1259986690235,-63,49185,19,0
4372,1259986690576,-63,49185,19,0
4373,1259986690906,-63,49185,19,0
4374,1259986691245,-63,49185,19,0
4375,1259986691575,-63,49185,19,0
4376,1259986691915,-63,49185,19,0
4377,1259986692246,-63,49185,19,0
4378,1259986692585,-63,49185,19,0
4379,1259986692915,-63,49185,19,0
4380,1259986693256,-63,49185,19,0
4381,1259986693586,-63,49185,19,0
4382,1259986693926,-63,49185,19,0
4383,1259986694255,-63,49185,19,0
4384,1259986694595,-63,49185,19,0
4385,1259986694926,-63,49185,19,0
4386,1259986695266,-63,49185,19,0
4387,1259986695595,-63,49185,19,0
4388,1259986695935,-63,49185,19,0
4389,1259986696266,-63,49185,19,0
4390,1259986696605,-63,49185,19,0
4391,1259986696935,-63,49185,19,0
4392,1259986697275,-63,49185,19,0
4393,1259986697606,-63,49185,19,0
4394,1259986697946,-63,49185,19,0
4395,1259986698276,-63,49185,19,0
4396,1259986698615,-63,49185,19,0
4397,1259986698946,-63,49185,19,0
4398,1259986699285,-63,49185,19,0
4399,1259986699615,-63,49185,19,0
4400,1259986699955,-63,49185,19,0
4401,1259986700285,-63,49185,19,0
4402,1259986700626,-63,49185,19,0
4403,1259986700955,-63,49185,19,0
4404,1259986701295,-63,49185,19,0
4405,1259986701625,-63,49185,19,0
4406,1259986701966,-63,49185,19,0
4407,1259986702295,-63,49185,19,0
4408,1259986702636,-63,49185,19,0
4409,1259986702965,-63,49185,19,0
4410,1259986703306,-63,49185,19,0
4411,1259986703635,-63,49185,19,0
4412,1259986703976,-63,49185,19,0
4413,1259986704305,-63,49185,19,0
4414,1259986704646,-63,49185,19,0
4415,1259986704975,-63,49185,19,0
4416,1259986705315,-63,49185,19,0
4417,1259986705645,-63,49185,19,0
4418,1259986705985,-63,49185,19,0
4419,1259986706315,-63,49185,19,0
4420,1259986706655,-63,49185,19,0
4421,1259986706986,-63,49185,19,0
4422,1259986707325,-63,49185,19,0
4423,1259986707675,-63,49185,19,0
4424,1259986707996,-63,49185,19,0
4425,1259986708325,-63,49185,19,0
4426,1259986708666,-63,49185,19,0
4427,1259986708995,-63,49185,19,0
4428,1259986709335,-63,49185,19,0
4429,1259986709675,-63,49185,19,0
4430,1259986710005,-63,49185,19,0
4431,1259986710345,-63,49185,19,0
4432,1259986710685,-63,49185,19,0
4433,1259986711015,-63,49185,19,0
4434,1259986711345,-63,49185,19,0
4435,1259986711685,-63,49185,19,0
4436,1259986712015,-63,49185,19,0
4437,1259986712355,-63,49185,19,0
4438,1259986712685,-63,49185,19,0
4439,1259986713025,-63,49185,19,0
4440,1259986713355,-63,49185,19,0
4441,1259986713698,-63,49185,19,0
4442,1259986714025,-63,49185,19,0
4443,1259986714365,-63,49185,19,0
4444,1259986714698,-63,49185,19,0
4445,1259986715035,-63,49185,19,0
4446,1259986715366,-63,49185,19,0
4447,1259986715775,-63,49185,19,0
4448,1259986716035,-63,49185,19,0
4449,1259986716375,-63,49185,19,0
4450,1259986716760,-63,49185,19,0
4451,1259986717045,-63,49185,19,0
4452,1259986717375,-63,49185,19,0
4453,1259986717768,-63,49185,19,0
4454,1259986718045,-63,49185,19,0
4455,1259986718385,-63,49185,19,0
4456,1259986718770,-63,49185,19,0
4457,1259986719055,-63,49185,19,0
4458,1259986719385,-63,49185,19,0
4459,1259986719784,-63,49185,19,0
4460,1259986720056,-63,49185,19,0
4461,1259986720395,-63,49185,19,0
4462,1259986720764,-63,49185,19,0
4463,1259986721197,-63,49185,19,0
4464,1259986721395,-63,49185,19,0
4465,1259986721765,-63,49185,19,0
4466,1259986722066,-63,49185,19,0
4467,1259986722406,-63,49185,19,0
4468,1259986722763,-63,49185,19,0
4469,1259986723066,-63,49185,19,0
4470,1259986723406,-63,49185,19,0
4471,1259986723777,-63,49185,19,0
4472,1259986724066,-63,49185,19,0
4473,1259986724406,-63,49185,19,0
4474,1259986724763,-63,49185,19,0
4475,1259986725076,-63,49185,19,0
4476,1259986725405,-63,49185,19,0
4477,1259986725763,-63,49185,19,0
4478,1259986726075,-63,49185,19,0
4479,1259986726415,-63,49185,19,0
4480,1259986726772,-63,49185,19,0
4481,1259986727085,-63,49185,19,0
4482,1259986727415,-63,49185,19,0
4483,1259986727762,-63,49185,19,0
4484,1259986728085,-63,49185,19,0
4485,1259986728416,-63,49185,19,0
4486,1259986728794,-63,49185,19,0
4487,1259986729086,-63,49185,19,0
4488,1259986729425,-63,49185,19,0
4489,1259986729784,-63,49185,19,0
4490,1259986730292,-63,49185,19,0
4491,1259986730425,-63,49185,19,0
4492,1259986730776,-63,49185,19,0
4493,1259986731095,-63,49185,19,0
4494,1259986731435,-63,49185,19,0
4495,1259986731783,-63,49185,19,0
4496,1259986732115,-63,49185,19,0
4497,1259986732445,-63,49185,19,0
4498,1259986732784,-63,49185,19,0
4499,1259986733115,-63,49185,19,0
4500,1259986733455,-63,49185,19,0
4501,1259986733785,-63,49185,19,0
4502,1259986734126,-63,49185,19,0
4503,1259986734465,-63,49185,19,0
4504,1259986734793,-63,49185,19,0
4505,1259986735135,-63,49185,19,0
4506,1259986735465,-63,49185,19,0
4507,1259986735803,-63,49185,19,0
4508,1259986736135,-63,49185,19,0
4509,1259986736475,-63,49185,19,0
4510,1259986736803,-63,49185,19,0
4511,1259986737145,-63,49185,19,0
4512,1259986737485,-63,49185,19,0
4513,1259986737803,-63,49185,19,0
4514,1259986738145,-63,49185,19,0
4515,1259986738485,-63,49185,19,0
4516,1259986738815,-63,49185,19,0
4517,1259986739145,-63,49185,19,0
4518,1259986739485,-63,49185,19,0
4519,1259986739815,-63,49185,19,0
4520,1259986740155,-63,49185,19,0
4521,1259986740485,-63,49185,19,0
4522,1259986740825,-63,49185,19,0
4523,1259986741155,-63,49185,19,0
4524,1259986741495,-63,49185,19,0
4525,1259986741825,-63,49185,19,0
4526,1259986742166,-63,49185,19,0
4527,1259986742495,-63,49185,19,0
4528,1259986742825,-63,49185,19,0
4529,1259986743165,-63,49185,19,0
4530,1259986743505,-63,49185,19,0
4531,1259986743835,-63,49185,19,0
4532,1259986744175,-63,49185,19,0
4533,1259986744506,-63,49185,19,0
4534,1259986744844,-63,49185,19,0
4535,1259986745175,-63,49185,19,0
4536,1259986745515,-63,49185,19,0
4537,1259986745845,-63,49185,19,0
4538,1259986746185,-63,49185,19,0
4539,1259986746525,-63,49185,19,0
4540,1259986746856,-63,49185,19,0
4541,1259986747185,-63,49185,19,0
4542,1259986747526,-63,49185,19,0
4543,1259986747855,-63,49185,19,0
4544,1259986748195,-63,49185,19,0
4545,1259986748525,-63,49185,19,0
4546,1259986748865,-63,49185,19,0
4547,1259986749195,-63,49185,19,0
4548,1259986749535,-63,49185,19,0
4549,1259986749866,-63,49185,19,0
4550,1259986750205,-63,49185,19,0
4551,1259986750545,-63,49185,19,0
4552,1259986750875,-63,49185,19,0
4553,1259986751206,-63,49185,19,0
4554,1259986751545,-63,49185,19,0
4555,1259986751875,-63,49185,19,0
4556,1259986752215,-63,49185,19,0
4557,1259986752545,-63,49185,19,0
4558,1259986752885,-63,49185,19,0
4559,1259986753215,-63,49185,19,0
4560,1259986753555,-63,49185,19,0
4561,1259986753886,-63,49185,19,0
4562,1259986754216,-63,49185,19,0
4563,1259986754555,-63,49185,19,0
4564,1259986754885,-63,49185,19,0
4565,1259986755225,-63,49185,19,0
4566,1259986755555,-63,49185,19,0
4567,1259986755886,-63,49185,19,0
4568,1259986756226,-63,49185,19,0
4569,1259986756555,-63,49185,19,0
4570,1259986756895,-63,49185,19,0
4571,1259986757226,-63,49185,19,0
4572,1259986757565,-63,49185,19,0
4573,1259986757895,-63,49185,19,0
4574,1259986758226,-63,49185,19,0
4575,1259986758566,-63,49185,19,0
4576,1259986758895,-63,49185,19,0
4577,1259986759236,-63,49185,19,0
4578,1259986759566,-63,49185,19,0
4579,1259986759906,-63,49185,19,0
4580,1259986760236,-63,49185,19,0
4581,1259986760576,-63,49185,19,0
4582,1259986760905,-63,49185,19,0
4583,1259986761245,-63,49185,19,0
4584,1259986761575,-63,49185,19,0
4585,1259986761915,-63,49185,19,0
4586,1259986762245,-63,49185,19,0
4587,1259986762585,-63,49185,19,0
4588,1259986762916,-63,49185,19,0
4589,1259986763255,-63,49185,19,0
4590,1259986763585,-63,49185,19,0
4591,1259986763925,-63,49185,19,0
4592,1259986764255,-63,49185,19,0
4593,1259986764596,-63,49185,19,0
4594,1259986764925,-63,49185,19,0
4595,1259986765265,-63,49185,19,0
4596,1259986765595,-63,49185,19,0
4597,1259986765936,-63,49185,19,0
4598,1259986766266,-63,49185,19,0
4599,1259986766605,-63,49185,19,0
4600,1259986766935,-63,49185,19,0
4601,1259986767279,-63,49185,19,0
4602,1259986767606,-63,49185,19,0
4603,1259986767946,-63,49185,19,0
4604,1259986768275,-63,49185,19,0
4605,1259986768615,-63,49185,19,0
4606,1259986768945,-63,49185,19,0
4607,1259986769287,-63,49185,19,0
4608,1259986769615,-63,49185,19,0
4609,1259986769955,-63,49185,19,0
4610,1259986770286,-63,49185,19,0
4611,1259986770625,-63,49185,19,0
4612,1259986770966,-63,49185,19,0
4613,1259986771295,-63,49185,19,0
4614,1259986771626,-63,49185,19,0
4615,1259986771965,-63,49185,19,0
4616,1259986772295,-63,49185,19,0
4617,1259986772635,-63,49185,19,0
4618,1259986772965,-63,49185,19,0
4619,1259986773306,-63,49185,19,0
4620,1259986773635,-63,49185,19,0
4621,1259986773975,-63,49185,19,0
4622,1259986774305,-63,49185,19,0
4623,1259986774646,-63,49185,19,0
4624,1259986774975,-63,49185,19,0
4625,1259986775306,-63,49185,19,0
4626,1259986775646,-63,49185,19,0
4627,1259986775985,-63,49185,19,0
4628,1259986776315,-63,49185,19,0
4629,1259986776646,-63,49185,19,0
4630,1259986776985,-63,49185,19,0
4631,1259986777316,-63,49185,19,0
4632,1259986777655,-63,49185,19,0
4633,1259986777996,-63,49185,19,0
4634,1259986778326,-63,49185,19,0
4635,1259986778675,-63,49185,19,0
4636,1259986778995,-63,49185,19,0
4637,1259986779335,-63,49185,19,0
4638,1259986779675,-63,49185,19,0
4639,1259986780005,-63,49185,19,0
4640,1259986780345,-63,49185,19,0
4641,1259986780675,-63,49185,19,0
4642,1259986781015,-63,49185,19,0
4643,1259986781346,-63,49185,19,0
4644,1259986781685,-63,49185,19,0
4645,1259986782015,-63,49185,19,0
4646,1259986782345,-63,49185,19,0
4647,1259986782686,-63,49185,19,0
4648,1259986783015,-63,49185,19,0
4649,1259986783484,-63,49185,19,0
4650,1259986783686,-63,49185,19,0
4651,1259986784026,-63,49185,19,0
4652,1259986784355,-63,49185,19,0
4653,1259986784698,-63,49185,19,0
4654,1259986785035,-63,49185,19,0
4655,1259986785366,-63,49185,19,0
4656,1259986785764,-63,49185,19,0
4657,1259986786036,-63,49185,19,0
4658,1259986786365,-63,49185,19,0
4659,1259986786765,-63,49185,19,0
4660,1259986787035,-63,49185,19,0
4661,1259986787375,-63,49185,19,0
4662,1259986787784,-63,49185,19,0
4663,1259986788045,-63,49185,19,0
4664,1259986788376,-63,49185,19,0
4665,1259986788793,-63,49185,19,0
4666,1259986789045,-63,49185,19,0
4667,1259986789375,-63,49185,19,0
4668,1259986789767,-63,49185,19,0
4669,1259986790046,-63,49185,19,0
4670,1259986790385,-63,49185,19,0
4671,1259986790763,-63,49185,19,0
4672,1259986791046,-63,49185,19,0
4673,1259986791385,-63,49185,19,0
4674,1259986791784,-63,49185,19,0
4675,1259986792056,-63,49185,19,0
4676,1259986792386,-63,49185,19,0
4677,1259986792764,-63,49185,19,0
4678,1259986793055,-63,49185,19,0
4679,1259986793385,-63,49185,19,0
4680,1259986793766,-63,49185,19,0
4681,1259986794055,-63,49185,19,0
4682,1259986794395,-63,49185,19,0
4683,1259986794760,-63,49185,19,0
4684,1259986795065,-63,49185,19,0
4685,1259986795395,-63,49185,19,0
4686,1259986795763,-63,49185,19,0
4687,1259986796065,-63,49185,19,0
4688,1259986796395,-63,49185,19,0
4689,1259986796759,-63,49185,19,0
4690,1259986797065,-63,49185,19,0
4691,1259986797603,-63,49185,19,0
4692,1259986797763,-63,49185,19,0
4693,1259986798066,-63,49185,19,0
4694,1259986798405,-63,49185,19,0
4695,1259986798763,-63,49185,19,0
4696,1259986799065,-63,49185,19,0
4697,1259986799405,-63,49185,19,0
4698,1259986799761,-63,49185,19,0
4699,1259986800101,-63,49185,19,0
4700,1259986800405,-63,49185,19,0
4701,1259986800765,-63,49185,19,0
4702,1259986801075,-63,49185,19,0
4703,1259986801405,-63,49185,19,0
4704,1259986801785,-63,49185,19,0
4705,1259986802075,-63,49185,19,0
4706,1259986802405,-63,49185,19,0
4707,1259986802737,-63,49185,19,0
4708,1259986803075,-63,49185,19,0
4709,1259986803405,-63,49185,19,0
4710,1259986803768,-63,49185,19,0
4711,1259986804075,-63,49185,19,0
4712,1259986804405,-63,49185,19,0
4713,1259986804758,-63,49185,19,0
4714,1259986805075,-63,49185,19,0
4715,1259986805415,-63,49185,19,0
4716,1259986805759,-63,49185,19,0
4717,1259986806085,-63,49185,19,0
4718,1259986806415,-63,49185,19,0
4719,1259986806764,-63,49185,19,0
4720,1259986807085,-63,49185,19,0
4721,1259986807415,-63,49185,19,0
4722,1259986807746,-63,49185,19,0
4723,1259986808085,-63,49185,19,0
4724,1259986808415,-63,49185,19,0
4725,1259986808774,-63,49185,19,0
4726,1259986809085,-63,49185,19,0
4727,1259986809425,-63,49185,19,0
4728,1259986809756,-63,49185,19,0
4729,1259986810096,-63,49185,19,0
4730,1259986810425,-63,49185,19,0
4731,1259986810884,-63,49185,19,0
4732,1259986811096,-63,49185,19,0
4733,1259986811425,-63,49185,19,0
4734,1259986811783,-63,49185,19,0
4735,1259986812095,-63,49185,19,0
4736,1259986812426,-63,49185,19,0
4737,1259986812774,-63,49185,19,0
4738,1259986813115,-63,49185,19,0
4739,1259986813445,-63,49185,19,0
4740,1259986813783,-63,49185,19,0
4741,1259986814115,-63,49185,19,0
4742,1259986814455,-63,49185,19,0
4743,1259986814785,-63,49185,19,0
4744,1259986815125,-63,49185,19,0
4745,1259986815455,-63,49185,19,0
4746,1259986815786,-63,49185,19,0
4747,1259986816126,-63,49185,19,0
4748,1259986816465,-63,49185,19,0
4749,1259986816793,-63,49185,19,0
4750,1259986817135,-63,49185,19,0
4751,1259986817474,-63,49185,19,0
4752,1259986817793,-63,49185,19,0
4753,1259986818135,-63,49185,19,0
4754,1259986818465,-63,49185,19,0
4755,1259986818805,-63,49185,19,0
4756,1259986819145,-63,49185,19,0
4757,1259986819475,-63,49185,19,0
4758,1259986819803,-63,49185,19,0
4759,1259986820145,-63,49185,19,0
4760,1259986820475,-63,49185,19,0
4761,1259986820805,-63,49185,19,0
4762,1259986821145,-63,49185,19,0
4763,1259986821485,-63,49185,19,0
4764,1259986821815,-63,49185,19,0
4765,1259986822146,-63,49185,19,0
4766,1259986822486,-63,49185,19,0
4767,1259986822815,-63,49185,19,0
4768,1259986823155,-63,49185,19,0
4769,1259986823485,-63,49185,19,0
4770,1259986823825,-63,49185,19,0
4771,1259986824155,-63,49185,19,0
4772,1259986824485,-63,49185,19,0
4773,1259986824825,-63,49185,19,0
4774,1259986825165,-63,49185,19,0
4775,1259986825496,-63,49185,19,0
4776,1259986825826,-63,49185,19,0
4777,1259986826165,-63,49185,19,0
4778,1259986826495,-63,49185,19,0
4779,1259986826835,-63,49185,19,0
4780,1259986827166,-63,49185,19,0
4781,1259986827505,-63,49185,19,0
4782,1259986827835,-63,49185,19,0
4783,1259986828175,-63,49185,19,0
4784,1259986828506,-63,49185,19,0
4785,1259986828845,-63,49185,19,0
4786,1259986829175,-63,49185,19,0
4787,1259986829515,-63,49185,19,0
4788,1259986829845,-63,49185,19,0
4789,1259986830186,-63,49185,19,0
4790,1259986830515,-63,49185,19,0
4791,1259986830855,-63,49185,19,0
4792,1259986831186,-63,49185,19,0
4793,1259986831526,-63,49185,19,0
4794,1259986831856,-63,49185,19,0
4795,1259986832186,-63,49185,19,0
4796,1259986832526,-63,49185,19,0
4797,1259986832865,-63,49185,19,0
4798,1259986833195,-63,49185,19,0
4799,1259986833535,-63,49185,19,0
4800,1259986833865,-63,49185,19,0
4801,1259986834205,-63,49185,19,0
4802,1259986834536,-63,49185,19,0
4803,1259986834875,-63,49185,19,0
4804,1259986835205,-63,49185,19,0
4805,1259986835545,-63,49185,19,0
4806,1259986835875,-63,49185,19,0
4807,1259986836215,-63,49185,19,0
4808,1259986836545,-63,49185,19,0
4809,1259986836875,-63,49185,19,0
4810,1259986837215,-63,49185,19,0
4811,1259986837555,-63,49185,19,0
4812,1259986837885,-63,49185,19,0
4813,1259986838225,-63,49185,19,0
4814,1259986838556,-63,49185,19,0
4815,1259986838885,-63,49185,19,0
4816,1259986839225,-63,49185,19,0
4817,1259986839565,-63,49185,19,0
4818,1259986839896,-63,49185,19,0
4819,1259986840225,-63,49185,19,0
4820,1259986840565,-63,49185,19,0
4821,1259986840895,-63,49185,19,0
4822,1259986841235,-63,49185,19,0
4823,1259986841565,-63,49185,19,0
4824,1259986841905,-63,49185,19,0
4825,1259986842245,-63,49185,19,0
4826,1259986842575,-63,49185,19,0
4827,1259986842905,-63,49185,19,0
4828,1259986843245,-63,49185,19,0
4829,1259986843575,-63,49185,19,0
4830,1259986843915,-63,49185,19,0
4831,1259986844246,-63,49185,19,0
4832,1259986844585,-63,49185,19,0
4833,1259986844915,-63,49185,19,0
4834,1259986845389,-63,49185,19,0
4835,1259986845586,-63,49185,19,0
4836,1259986845925,-63,49185,19,0
4837,1259986846265,-63,49185,19,0
4838,1259986846595,-63,49185,19,0
4839,1259986846926,-63,49185,19,0
4840,1259986847265,-63,49185,19,0
4841,1259986847595,-63,49185,19,0
4842,1259986847936,-63,49185,19,0
4843,1259986848266,-63,49185,19,0
4844,1259986848606,-63,49185,19,0
4845,1259986848935,-63,49185,19,0
4846,1259986849275,-63,49185,19,0
4847,1259986849605,-63,49185,19,0
4848,1259986849945,-63,49185,19,0
4849,1259986850275,-63,49185,19,0
4850,1259986850615,-63,49185,19,0
4851,1259986850945,-63,49185,19,0
4852,1259986851285,-63,49185,19,0
4853,1259986851615,-63,49185,19,0
4854,1259986851956,-63,49185,19,0
4855,1259986852286,-63,49185,19,0
4856,1259986852625,-63,49185,19,0
4857,1259986852956,-63,49185,19,0
4858,1259986853295,-63,49185,19,0
4859,1259986853626,-63,49185,19,0
4860,1259986853965,-63,49185,19,0
4861,1259986854305,-63,49185,19,0
4862,1259986854636,-63,49185,19,0
4863,1259986854965,-63,49185,19,0
4864,1259986855305,-63,49185,19,0
4865,1259986855636,-63,49185,19,0
4866,1259986855975,-63,49185,19,0
4867,1259986856305,-63,49185,19,0
4868,1259986856646,-63,49185,19,0
4869,1259986856975,-63,49185,19,0
4870,1259986857315,-63,49185,19,0
4871,1259986857646,-63,49185,19,0
4872,1259986857985,-63,49185,19,0
4873,1259986858325,-63,49185,19,0
4874,1259986858656,-63,49185,19,0
4875,1259986858985,-63,49185,19,0
4876,1259986859325,-63,49185,19,0
4877,1259986859665,-63,49185,19,0
4878,1259986859995,-63,49185,19,0
4879,1259986860325,-63,49185,19,0
4880,1259986860666,-63,49185,19,0
4881,1259986860995,-63,49185,19,0
4882,1259986861335,-63,49185,19,0
4883,1259986861675,-63,49185,19,0
4884,1259986862006,-63,49185,19,0
4885,1259986862346,-63,49185,19,0
4886,1259986862675,-63,49185,19,0
4887,1259986863015,-63,49185,19,0
4888,1259986863345,-63,49185,19,0
4889,1259986863685,-63,49185,19,0
4890,1259986864015,-63,49185,19,0
4891,1259986864355,-63,49185,19,0
4892,1259986864911,-63,49185,19,0
4893,1259986865025,-63,49185,19,0
4894,1259986865355,-63,49185,19,0
4895,1259986865698,-63,49185,19,0
4896,1259986866026,-63,49185,19,0
4897,1259986866365,-63,49185,19,0
4898,1259986866697,-63,49185,19,0
4899,1259986867035,-63,49185,19,0
4900,1259986867365,-63,49185,19,0
4901,1259986867777,-63,49185,19,0
4902,1259986868035,-63,49185,19,0
4903,1259986868375,-63,49185,19,0
4904,1259986868765,-63,49185,19,0
4905,1259986869045,-63,49185,19,0
4906,1259986869375,-63,49185,19,0
4907,1259986869764,-63,49185,19,0
4908,1259986870045,-63,49185,19,0
4909,1259986870385,-63,49185,19,0
4910,1259986870763,-63,49185,19,0
4911,1259986871055,-63,49185,19,0
4912,1259986871385,-63,49185,19,0
4913,1259986871762,-63,49185,19,0
4914,1259986872055,-63,49185,19,0
4915,1259986872395,-63,49185,19,0
4916,1259986872761,-63,49185,19,0
4917,1259986873065,-63,49185,19,0
4918,1259986873395,-63,49185,19,0
4919,1259986873785,-63,49185,19,0
4920,1259986874066,-63,49185,19,0
4921,1259986874395,-63,49185,19,0
4922,1259986874759,-63,49185,19,0
4923,1259986875065,-63,49185,19,0
4924,1259986875405,-63,49185,19,0
4925,1259986875764,-63,49185,19,0
4926,1259986876075,-63,49185,19,0
4927,1259986876405,-63,49185,19,0
4928,1259986876758,-63,49185,19,0
4929,1259986877076,-63,49185,19,0
4930,1259986877415,-63,49185,19,0
4931,1259986877763,-63,49185,19,0
4932,1259986878085,-63,49185,19,0
4933,1259986878415,-63,49185,19,0
4934,1259986878786,-63,49185,19,0
4935,1259986879085,-63,49185,19,0
4936,1259986879425,-63,49185,19,0
4937,1259986879767,-63,49185,19,0
4938,1259986880096,-63,49185,19,0
4939,1259986880426,-63,49185,19,0
4940,1259986880773,-63,49185,19,0
4941,1259986881095,-63,49185,19,0
4942,1259986881435,-63,49185,19,0
4943,1259986881777,-63,49185,19,0
4944,1259986882116,-63,49185,19,0
4945,1259986882446,-63,49185,19,0
4946,1259986882776,-63,49185,19,0
4947,1259986883115,-63,49185,19,0
4948,1259986883455,-63,49185,19,0
4949,1259986883793,-63,49185,19,0
4950,1259986884125,-63,49185,19,0
4951,1259986884455,-63,49185,19,0
4952,1259986884784,-63,49185,19,0
4953,1259986885126,-63,49185,19,0
4954,1259986885465,-63,49185,19,0
4955,1259986885793,-63,49185,19,0
4956,1259986886136,-63,49185,19,0
4957,1259986886465,-63,49185,19,0
4958,1259986886805,-63,49185,19,0
4959,1259986887135,-63,49185,19,0
4960,1259986887475,-63,49185,19,0
4961,1259986887805,-63,49185,19,0
4962,1259986888145,-63,49185,19,0
4963,1259986888475,-63,49185,19,0
4964,1259986888803,-63,49185,19,0
4965,1259986889145,-63,49185,19,0
4966,1259986889485,-63,49185,19,0
4967,1259986889815,-63,49185,19,0
4968,1259986890155,-63,49185,19,0
4969,1259986890485,-63,49185,19,0
4970,1259986890825,-63,49185,19,0
4971,1259986891155,-63,49185,19,0
4972,1259986891495,-63,49185,19,0
4973,1259986891825,-63,49185,19,0
4974,1259986892165,-63,49185,19,0
4975,1259986892844,-63,49185,19,0
4976,1259986892844,-63,49185,19,0
4977,1259986893185,-63,49185,19,0
4978,1259986893515,-63,49185,19,0
4979,1259986893845,-63,49185,19,0
4980,1259986894175,-63,49185,19,0
4981,1259986894515,-63,49185,19,0
4982,1259986894855,-63,49185,19,0
4983,1259986895185,-63,49185,19,0
